,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
290,21,Other,7.48,3.85,3.11,5.07,8.88,111,119,8.72,Low,No,Mild,0
291,33,Female,5.98,0.52,2.69,5.49,8.26,191,141,6.85,Low,Yes,Not addicted,0
292,25,Other,7.11,5.88,1.06,0.78,8.16,243,25,9.74,Medium,No,Severe,1
293,21,Female,3.85,4.67,0.18,5.19,7.49,63,99,5.24,Medium,No,Moderate,1
294,28,Male,4.65,2.7,3.85,2.0,6.24,237,137,7.15,High,Yes,Not addicted,0
295,19,Other,11.83,5.14,0.41,5.51,6.67,165,127,12.78,Medium,No,Moderate,1
296,22,Other,7.35,3.18,3.55,2.92,4.79,187,95,7.88,High,Yes,Moderate,1
297,34,Other,9.19,3.9,1.73,4.5,6.67,189,179,10.65,High,Yes,Moderate,1
298,23,Other,7.55,3.08,1.98,1.41,7.88,102,76,8.88,Medium,Yes,Mild,0
299,30,Male,6.63,1.79,1.84,4.91,6.52,239,142,8.25,Low,No,Mild,0
300,30,Female,6.71,3.56,0.0,1.0,7.22,178,178,7.97,High,Yes,Moderate,1
301,29,Male,10.43,4.99,3.38,2.33,7.95,173,136,12.72,Medium,No,Moderate,1
302,25,Other,3.02,2.45,2.53,4.9,6.96,115,42,3.63,Low,No,Not addicted,0
303,31,Other,3.96,3.86,0.75,5.62,6.27,137,63,6.25,Low,No,Not addicted,0
304,21,Other,9.95,2.98,2.63,5.76,5.11,147,16,11.78,Low,No,Severe,1
305,23,Female,9.23,1.46,3.26,1.07,7.46,175,97,10.99,Medium,No,Moderate,1
306,30,Male,11.67,5.84,1.81,1.23,6.36,199,146,12.92,High,No,Moderate,1
307,24,Female,8.62,2.1,1.38,4.2,8.92,186,60,10.38,High,No,Moderate,1
308,35,Male,7.32,3.64,2.67,2.8,7.87,235,151,8.53,Medium,Yes,Mild,0
309,30,Other,4.31,4.19,0.8,4.63,5.22,93,79,5.18,Low,No,Moderate,1
310,19,Female,6.23,2.99,2.46,4.22,7.03,77,180,8.13,Low,No,Mild,0
311,30,Other,6.75,4.83,2.74,5.81,4.74,210,79,7.76,Medium,Yes,Severe,1
312,35,Male,9.65,1.58,2.9,1.56,6.52,194,34,10.62,Low,Yes,Severe,1
313,31,Female,5.51,1.95,0.64,5.15,4.53,139,54,6.11,Medium,Yes,Mild,0
314,35,Female,6.22,4.81,1.27,1.71,5.33,37,144,7.12,High,No,Moderate,1
315,25,Other,10.95,4.15,1.32,2.11,8.78,178,150,12.64,High,Yes,Moderate,1
316,29,Other,7.01,5.47,2.45,3.92,8.82,194,97,8.46,Low,No,Severe,1
317,27,Other,3.22,3.34,3.08,3.33,6.79,144,26,4.46,High,Yes,Mild,0
318,20,Male,11.53,1.42,3.83,3.46,4.53,36,68,13.71,Low,No,Moderate,1
319,35,Male,10.46,5.33,2.97,2.89,8.18,38,54,11.02,High,No,Moderate,1
320,20,Female,3.49,4.87,2.23,3.66,5.52,86,119,4.96,High,No,Severe,1
321,18,Female,6.51,1.15,0.02,4.46,4.78,210,164,7.12,Low,No,Mild,0
322,27,Other,8.46,2.05,3.71,2.6,8.2,27,136,9.35,Low,Yes,Severe,1
323,27,Male,11.64,1.29,2.71,5.53,8.08,206,180,13.07,Low,Yes,Moderate,1
324,18,Male,8.15,2.67,2.19,0.97,5.45,209,103,9.18,High,Yes,Moderate,1
325,25,Other,8.55,1.89,0.46,4.19,7.05,33,155,10.2,High,Yes,Severe,1
326,20,Female,5.26,1.59,2.32,5.73,6.11,191,75,6.01,High,Yes,Not addicted,0
327,33,Male,7.06,3.89,1.22,3.71,7.04,113,95,9.96,Low,Yes,Moderate,1
328,25,Other,9.41,4.02,1.11,2.48,7.56,104,137,11.07,Medium,No,Severe,1
329,21,Male,4.58,3.84,3.37,5.22,5.13,157,65,5.74,High,Yes,Not addicted,0
330,34,Female,8.68,4.97,2.32,4.73,5.46,29,156,9.83,High,No,Moderate,1
331,30,Other,5.01,4.75,2.93,2.1,6.59,150,38,6.5,High,Yes,Moderate,1
332,23,Male,9.81,1.27,0.64,3.61,7.05,243,52,12.15,Medium,No,Moderate,1
333,33,Other,5.09,1.95,0.94,4.18,6.83,222,107,6.56,Medium,Yes,Not addicted,0
334,28,Other,3.93,5.83,2.53,2.0,7.84,168,154,5.86,Medium,No,Severe,1
335,20,Female,7.65,2.57,3.63,3.34,6.09,242,103,9.37,Medium,Yes,Mild,0
336,23,Female,5.07,3.33,1.12,1.33,5.21,174,45,7.22,Medium,No,Not addicted,0
337,33,Male,7.31,3.75,2.59,2.76,5.6,52,161,9.29,Low,Yes,Mild,0
338,23,Female,5.32,1.49,3.83,3.8,7.04,24,87,8.19,Low,No,Mild,0
339,23,Other,4.97,2.76,0.57,3.7,7.95,179,145,6.13,High,No,Mild,0
340,20,Female,5.07,2.62,0.43,1.61,8.37,149,122,7.64,High,Yes,Not addicted,0
341,19,Female,10.9,3.42,3.01,1.01,7.47,250,169,12.75,Low,No,Severe,1
342,19,Male,9.28,2.86,3.75,3.15,7.96,109,165,11.79,High,Yes,Severe,1
343,26,Other,7.29,1.78,3.44,2.06,8.45,124,80,8.26,High,Yes,Mild,0
344,18,Other,6.38,1.63,3.22,2.75,4.98,129,164,7.51,High,No,Moderate,1
345,26,Other,11.93,2.69,0.81,3.54,7.01,65,109,13.83,Medium,No,Severe,1
346,29,Other,9.97,2.69,0.55,5.25,5.04,78,129,12.43,Low,Yes,Moderate,1
347,30,Other,10.07,4.9,2.46,4.27,4.73,119,177,10.58,Low,Yes,Severe,1
348,31,Other,3.79,1.95,1.48,3.85,7.76,122,172,5.93,Medium,Yes,Not addicted,0
349,33,Other,6.95,1.61,2.63,4.92,5.79,28,168,8.73,High,Yes,Mild,0
350,19,Other,6.24,4.1,3.9,0.98,5.74,122,105,8.41,Medium,Yes,Moderate,1
351,20,Other,11.27,3.52,2.9,3.58,7.12,108,85,12.34,Low,No,Severe,1
352,18,Female,5.35,2.74,0.43,0.9,5.82,49,146,8.24,High,No,Mild,0
353,33,Other,9.93,4.67,3.84,3.02,6.57,170,22,11.63,Medium,Yes,Severe,1
354,25,Male,9.09,1.76,1.26,5.75,6.82,22,82,10.21,Low,No,Severe,1
355,35,Female,11.38,3.12,1.41,5.42,5.71,211,63,13.13,Low,Yes,Moderate,1
356,24,Other,5.06,5.09,3.35,2.46,8.01,50,35,7.25,High,No,Moderate,1
357,19,Male,10.63,2.54,1.26,5.44,8.46,167,85,12.36,High,No,Severe,1
358,22,Other,3.49,4.9,1.91,3.47,6.76,120,59,5.13,Low,No,Severe,1
359,18,Other,3.11,1.66,2.32,2.29,7.26,86,62,4.98,Low,No,Mild,0
360,28,Male,6.29,3.24,0.84,4.35,6.18,238,117,7.49,Low,Yes,Mild,0
361,26,Female,10.24,3.55,3.43,1.58,8.1,209,53,11.92,Low,Yes,Severe,1
362,22,Male,11.96,5.17,2.07,4.46,8.03,96,79,13.87,High,Yes,Severe,1
363,23,Male,3.54,4.98,1.91,3.96,6.52,105,81,4.94,High,No,Severe,1
364,31,Other,4.09,5.27,3.85,1.59,7.09,186,152,5.03,Medium,No,Severe,1
365,34,Other,7.39,4.55,3.56,2.6,5.79,181,52,10.06,High,No,Severe,1
366,30,Female,10.64,0.89,0.65,1.76,5.93,94,83,12.65,Medium,No,Severe,1
367,34,Male,11.69,2.78,0.74,0.63,7.77,189,79,14.54,High,Yes,Moderate,1
368,30,Other,3.93,0.85,3.51,3.52,4.62,121,149,6.34,Low,Yes,Mild,0
369,22,Male,3.76,5.62,1.56,1.76,7.82,133,175,4.58,High,Yes,Moderate,1
370,29,Other,10.74,2.29,1.9,5.86,6.93,89,155,12.35,High,Yes,Severe,1
371,31,Male,7.71,4.02,1.24,2.41,6.93,226,37,9.31,Medium,No,Severe,1
372,27,Male,3.1,3.38,3.03,1.25,5.79,156,17,5.32,Medium,No,Mild,0
373,31,Female,10.18,3.78,3.19,3.52,5.35,245,158,11.77,Low,Yes,Severe,1
374,25,Male,5.37,2.82,0.96,4.7,8.59,226,84,6.58,High,No,Mild,0
375,20,Other,4.64,2.09,2.55,3.9,5.72,179,140,5.61,Low,Yes,Not addicted,0
376,18,Female,4.67,1.06,1.08,4.43,7.77,79,38,5.55,Medium,Yes,Mild,0
377,27,Male,10.07,3.24,1.49,4.33,4.64,40,52,10.71,Medium,Yes,Severe,1
378,24,Male,11.06,1.88,1.53,0.57,8.89,202,78,12.52,Medium,Yes,Moderate,1
379,32,Female,9.62,1.02,2.66,1.65,6.25,99,97,10.52,High,Yes,Moderate,1
380,33,Female,8.75,1.59,3.55,5.25,5.48,48,75,10.83,Medium,Yes,Moderate,1
381,21,Female,6.56,1.84,3.88,3.7,7.61,196,167,7.45,Low,Yes,Mild,0
382,20,Female,9.17,2.36,3.88,4.68,4.77,111,180,10.05,High,Yes,Moderate,1
383,25,Female,5.85,3.57,2.58,2.41,8.51,207,64,6.4,Medium,No,Not addicted,0
384,19,Other,7.37,2.91,1.18,4.33,5.35,67,154,8.74,High,No,Moderate,1
385,35,Male,4.44,3.42,1.8,5.01,6.94,136,15,6.88,High,No,Not addicted,0
386,29,Female,9.98,1.81,2.88,4.12,6.93,119,63,11.79,Medium,Yes,Severe,1
387,31,Male,8.77,1.11,2.09,0.87,8.26,53,60,11.45,Low,Yes,Severe,1
388,21,Male,3.29,4.03,1.55,3.19,7.31,171,80,3.91,Low,Yes,Moderate,1
389,33,Other,11.36,5.08,1.87,4.01,6.12,210,121,13.92,High,Yes,Severe,1
390,19,Other,9.61,5.09,0.31,1.69,6.84,45,74,11.44,Low,Yes,Moderate,1
391,23,Male,8.03,3.57,2.98,4.71,7.09,192,132,10.29,Medium,Yes,Moderate,1
392,35,Other,6.61,2.36,0.63,5.99,6.49,110,95,8.49,Medium,No,Moderate,1
393,31,Male,10.44,2.28,0.96,3.5,6.19,160,80,11.84,Medium,No,Severe,1
394,19,Other,11.85,3.78,2.07,5.96,5.86,96,71,12.89,Medium,Yes,Severe,1
395,34,Female,8.01,5.59,0.62,0.71,6.1,55,82,9.43,High,Yes,Moderate,1
396,27,Male,3.83,2.7,3.67,4.54,7.76,222,138,4.76,High,Yes,Mild,0
397,30,Male,3.71,0.81,3.08,2.41,8.18,126,45,6.38,Low,Yes,Mild,0
398,27,Male,7.72,2.26,2.26,2.3,7.64,59,27,9.9,Medium,No,Mild,0
399,31,Other,5.61,2.67,0.53,0.95,7.07,32,155,7.11,Low,No,Mild,0
400,22,Male,9.86,3.15,0.79,2.67,7.07,163,172,12.85,High,Yes,Moderate,1
401,26,Female,9.99,2.28,3.7,0.99,7.52,128,108,11.36,Medium,No,Moderate,1
402,23,Male,11.89,3.89,3.96,2.93,5.16,31,74,12.89,Medium,Yes,Moderate,1
403,19,Male,5.19,3.92,0.59,5.08,5.79,107,43,6.45,Medium,Yes,Mild,0
404,35,Male,4.91,3.51,3.0,3.52,7.3,56,19,6.35,High,Yes,Mild,0
405,19,Male,5.56,4.84,2.47,0.79,7.45,22,32,7.03,Medium,No,Moderate,1
406,27,Male,10.81,4.07,0.92,2.59,8.89,45,95,12.52,High,Yes,Moderate,1
407,34,Female,11.7,3.58,2.85,0.72,8.65,98,100,13.42,High,Yes,Moderate,1
408,29,Male,6.2,2.16,3.98,5.88,5.74,35,175,7.34,Medium,Yes,Moderate,1
409,22,Male,6.08,2.66,0.55,4.51,6.84,193,171,8.76,High,Yes,Moderate,1
410,22,Female,6.84,2.22,2.42,2.97,5.09,187,50,8.79,High,Yes,Mild,0
411,34,Female,11.19,2.87,3.64,4.74,7.45,164,55,12.48,High,Yes,Moderate,1
412,22,Male,9.54,4.71,3.52,2.78,6.35,133,178,12.37,Medium,Yes,Moderate,1
413,22,Male,4.66,4.69,2.45,1.97,7.05,79,167,5.74,High,Yes,Severe,1
414,33,Male,4.21,5.15,1.88,4.07,5.33,119,140,5.89,Low,Yes,Moderate,1
415,31,Female,9.88,0.58,1.08,2.77,7.84,71,67,10.55,Medium,No,Severe,1
416,25,Female,6.85,4.77,2.43,5.03,7.74,120,171,9.7,High,Yes,Moderate,1
417,32,Female,10.44,0.73,3.98,3.35,6.28,208,25,12.33,High,Yes,Moderate,1
418,32,Male,6.58,2.18,3.31,3.04,6.4,176,28,8.8,Low,No,Moderate,1
419,34,Female,4.02,4.78,3.75,4.33,5.11,125,97,5.65,Low,No,Moderate,1
420,20,Other,5.25,4.3,3.63,4.88,7.73,51,38,6.04,Medium,No,Moderate,1
421,30,Male,9.54,5.86,2.45,1.38,6.98,31,58,12.32,High,Yes,Moderate,1
422,23,Other,9.92,0.78,1.23,4.52,8.82,93,175,10.87,Low,Yes,Moderate,1
423,26,Female,3.11,3.24,1.99,4.94,7.24,146,75,4.15,High,No,Mild,0
424,32,Male,3.71,3.8,0.98,3.51,7.29,162,68,4.33,Low,Yes,Mild,0
425,22,Other,10.68,4.17,3.35,2.14,8.64,32,42,12.22,Low,Yes,Severe,1
426,35,Other,4.6,3.0,2.32,5.62,4.92,96,97,6.02,Medium,Yes,Mild,0
427,20,Other,5.64,1.24,2.78,2.01,6.87,154,68,7.88,High,Yes,Not addicted,0
428,34,Male,11.88,3.16,2.75,5.64,8.94,93,124,13.9,Medium,No,Severe,1
429,33,Female,7.68,3.98,1.97,1.49,7.24,201,89,10.63,Low,Yes,Mild,0
430,21,Other,9.64,1.64,2.46,2.78,4.7,109,158,12.16,Low,Yes,Moderate,1
431,27,Male,5.29,0.87,1.2,3.52,7.95,49,100,6.64,High,Yes,Not addicted,0
432,28,Female,10.5,5.57,1.92,3.11,4.66,54,138,11.39,Medium,No,Severe,1
433,19,Female,10.52,2.15,2.9,2.24,6.91,73,162,12.73,Medium,Yes,Moderate,1
434,18,Female,6.05,2.56,2.14,1.41,7.23,67,167,6.84,Medium,No,Mild,0
435,31,Male,3.78,5.32,1.49,5.06,5.86,154,92,4.72,Medium,Yes,Moderate,1
436,32,Other,7.55,4.89,3.62,1.35,6.03,143,149,8.83,Medium,Yes,Moderate,1
437,22,Female,4.85,0.7,1.55,5.26,5.02,99,26,7.07,High,Yes,Mild,0
438,19,Other,3.93,4.71,2.98,0.62,7.91,183,68,5.23,Low,No,Severe,1
439,28,Female,9.96,4.19,1.09,1.37,5.02,179,158,11.75,Low,No,Severe,1
440,22,Female,11.49,4.92,2.3,1.44,5.9,248,101,13.34,Low,Yes,Moderate,1
441,19,Female,3.95,0.8,1.71,1.48,7.18,171,176,6.54,High,No,Mild,0
442,28,Female,10.36,4.42,2.68,3.43,8.88,213,134,12.28,Low,No,Moderate,1
443,27,Other,9.16,4.41,1.86,1.77,5.51,240,172,10.31,Medium,No,Moderate,1
444,28,Other,10.1,5.35,1.81,0.67,6.64,109,137,11.75,Low,No,Severe,1
445,22,Other,7.57,2.73,2.86,1.09,7.0,38,92,9.4,Medium,No,Mild,0
446,25,Male,7.93,5.86,1.54,2.37,8.16,171,125,10.39,Medium,No,Moderate,1
447,20,Female,9.65,4.42,3.35,1.13,7.18,103,157,10.39,Medium,Yes,Severe,1
448,20,Other,8.38,4.27,2.39,5.01,5.97,185,30,9.11,Low,Yes,Moderate,1
449,22,Other,7.08,2.1,2.46,2.96,5.43,244,96,8.33,High,No,Moderate,1
450,29,Other,11.91,3.7,2.45,3.31,8.31,238,90,12.57,High,Yes,Moderate,1
451,35,Female,10.39,2.48,3.44,5.26,5.56,199,166,11.88,Medium,No,Severe,1
452,31,Male,7.91,4.14,1.9,1.54,6.23,112,121,8.8,High,Yes,Moderate,1
453,20,Other,8.84,1.29,3.54,4.12,8.89,54,36,9.68,Medium,No,Severe,1
454,23,Female,7.09,2.83,3.28,2.62,5.52,128,169,7.61,Medium,Yes,Moderate,1
455,35,Female,8.19,0.68,0.15,3.16,6.16,168,138,11.09,Low,Yes,Severe,1
456,34,Female,3.7,5.39,0.35,3.1,7.84,191,34,5.91,High,No,Moderate,1
457,35,Male,10.01,3.08,2.05,3.08,7.8,127,105,12.91,Medium,No,Moderate,1
458,27,Female,9.54,3.6,0.25,3.1,5.26,33,89,12.06,High,Yes,Severe,1
459,20,Other,4.14,0.92,3.14,1.89,7.27,90,80,4.68,Low,Yes,Not addicted,0
460,32,Female,6.33,1.46,3.13,1.8,5.31,155,23,7.69,Low,Yes,Mild,0
461,31,Male,9.93,1.81,1.76,4.01,5.45,207,103,10.57,Medium,Yes,Moderate,1
462,32,Female,6.59,2.16,2.98,4.64,6.9,117,114,8.28,Low,No,Mild,0
463,32,Female,6.44,2.24,2.12,5.76,4.94,156,178,7.82,Medium,No,Moderate,1
464,26,Female,10.22,1.9,2.34,3.04,7.54,81,165,12.65,High,No,Moderate,1
465,35,Male,3.1,0.55,0.27,2.76,6.86,195,129,4.48,High,No,Mild,0
466,19,Female,3.21,1.01,3.75,4.11,8.26,173,178,4.01,Low,Yes,Not addicted,0
467,23,Female,11.06,4.33,1.01,3.07,8.71,183,131,13.87,Medium,No,Severe,1
468,23,Other,10.03,2.03,0.25,2.64,8.98,86,82,10.97,Low,No,Moderate,1
469,30,Male,4.61,3.21,0.58,4.73,5.48,184,42,7.39,High,No,Not addicted,0
470,20,Male,3.63,4.5,3.11,0.6,6.74,187,178,4.13,Low,No,Severe,1
471,28,Female,11.14,3.66,2.06,5.67,6.71,131,118,13.75,Low,Yes,Moderate,1
472,33,Other,4.09,3.44,3.97,2.33,5.86,34,176,7.08,High,Yes,Mild,0
473,28,Other,3.72,3.03,3.07,4.06,5.29,30,113,5.87,Medium,No,Not addicted,0
474,29,Female,7.38,5.37,1.75,1.54,4.66,26,166,8.48,Medium,Yes,Severe,1
475,35,Other,11.68,4.96,3.87,0.59,6.03,106,25,13.19,Low,No,Moderate,1
476,25,Male,11.32,0.7,0.57,4.1,6.62,178,26,12.43,High,Yes,Moderate,1
477,19,Male,11.14,5.01,0.39,3.86,8.26,36,42,11.93,High,Yes,Moderate,1
478,31,Other,6.04,5.1,2.95,2.71,5.04,195,162,7.9,Medium,Yes,Moderate,1
479,23,Male,6.02,1.16,0.56,2.78,7.63,161,57,7.62,High,Yes,Mild,0
480,30,Male,10.0,0.59,1.95,0.53,5.31,42,166,12.72,Medium,No,Moderate,1
481,22,Female,8.76,3.38,1.65,5.66,7.25,29,167,9.71,Medium,Yes,Severe,1
482,31,Male,3.04,1.8,0.47,3.42,4.93,112,153,4.81,Medium,Yes,Mild,0
483,24,Female,4.01,1.32,3.38,5.51,6.74,60,26,4.65,Medium,No,Not addicted,0
484,26,Male,6.01,4.93,3.03,0.74,7.83,157,60,6.91,Low,No,Moderate,1
485,25,Male,9.49,3.76,1.3,1.59,7.55,103,73,11.94,Medium,Yes,Moderate,1
486,31,Female,10.83,2.57,0.88,3.09,6.68,247,126,11.69,High,No,Moderate,1
487,29,Male,4.23,4.46,2.53,5.87,5.41,52,23,6.46,Low,No,Moderate,1
488,32,Female,7.13,1.44,1.37,5.38,7.22,222,178,10.01,Low,Yes,Mild,0
489,34,Female,7.4,5.98,2.37,5.1,5.76,206,124,9.74,Low,Yes,Severe,1
490,25,Other,11.03,3.75,0.6,3.66,4.52,31,25,14.01,High,Yes,Severe,1
491,30,Female,7.31,4.89,3.29,2.99,5.58,162,18,9.54,Medium,Yes,Moderate,1
492,27,Male,5.15,5.99,0.06,4.18,5.23,137,161,7.52,Low,No,Severe,1
493,30,Female,4.66,5.29,2.51,4.37,4.51,180,33,6.12,High,No,Moderate,1
494,31,Male,9.78,4.34,2.45,3.66,5.43,195,35,11.83,Medium,Yes,Severe,1
495,21,Male,6.45,3.06,0.16,2.52,7.42,200,32,8.35,Low,Yes,Moderate,1
496,35,Male,4.02,3.13,3.76,3.69,8.82,73,72,5.32,Medium,No,Mild,0
497,20,Male,6.36,2.99,2.01,5.06,6.62,156,151,9.11,Medium,No,Mild,0
498,32,Male,3.79,2.65,0.72,5.77,4.85,62,85,4.57,Low,No,Not addicted,0
499,34,Male,11.57,0.62,1.67,4.25,8.69,141,103,13.12,High,Yes,Severe,1
500,20,Female,3.2,4.91,3.34,3.36,6.01,168,102,5.34,Medium,No,Severe,1
501,27,Female,8.11,5.44,1.23,4.84,5.52,115,88,10.53,Low,Yes,Severe,1
502,32,Other,11.61,3.9,0.64,3.44,5.32,64,54,12.51,Low,Yes,Severe,1
503,22,Male,6.97,2.53,0.82,4.39,7.49,108,52,8.4,High,Yes,Moderate,1
504,18,Female,6.64,3.25,0.58,3.02,5.94,21,154,9.58,Medium,No,Moderate,1
505,22,Male,10.2,4.51,3.69,2.36,5.01,142,25,11.05,High,Yes,Severe,1
506,30,Male,8.56,1.71,1.43,2.3,7.24,69,164,10.38,Medium,Yes,Moderate,1
507,35,Female,10.65,4.22,3.83,5.87,6.27,145,96,12.66,High,Yes,Severe,1
508,22,Other,9.44,2.85,1.54,0.57,6.05,98,129,12.13,Low,Yes,Severe,1
509,31,Male,10.23,2.09,3.22,5.84,6.41,249,121,11.08,High,Yes,Moderate,1
510,27,Male,7.27,5.27,3.95,0.86,8.82,213,111,7.99,Medium,No,Severe,1
511,35,Other,7.16,3.62,3.66,1.6,8.25,94,156,8.89,Medium,No,Moderate,1
512,32,Male,5.02,4.85,0.62,2.15,7.38,182,135,5.83,High,No,Severe,1
513,33,Female,11.16,4.05,0.11,4.71,6.72,37,168,13.52,High,No,Severe,1
514,33,Other,11.77,5.0,1.49,4.53,4.58,86,56,13.72,Low,No,Severe,1
515,22,Other,6.22,0.79,1.44,4.0,8.8,32,89,7.45,High,Yes,Mild,0
516,23,Other,9.88,3.79,0.67,2.27,5.92,236,92,11.06,High,No,Moderate,1
517,29,Other,10.41,0.57,2.07,2.55,6.68,107,56,11.17,Low,Yes,Moderate,1
518,34,Female,10.61,4.42,2.81,4.91,6.38,39,44,13.16,Low,No,Severe,1
519,29,Other,4.25,2.93,3.95,3.38,8.87,64,92,4.82,Low,Yes,Not addicted,0
520,22,Male,9.19,2.19,0.84,5.9,6.41,215,43,9.88,Medium,No,Moderate,1
521,21,Other,3.3,4.13,2.37,3.08,8.59,31,31,4.55,Low,Yes,Moderate,1
522,24,Other,8.29,1.6,2.68,0.66,5.16,211,86,11.16,Medium,No,Moderate,1
523,25,Male,7.54,0.88,3.28,4.7,6.88,203,64,10.45,Low,Yes,Mild,0
524,34,Other,10.66,3.11,2.79,1.52,7.53,47,61,13.25,Medium,No,Moderate,1
525,25,Female,6.67,4.69,1.26,3.06,6.84,146,107,8.93,High,Yes,Moderate,1
526,33,Male,4.04,2.06,2.4,2.22,8.89,133,72,5.92,Medium,No,Not addicted,0
527,33,Male,11.45,2.52,0.05,4.21,7.52,121,127,13.26,High,Yes,Moderate,1
528,30,Male,6.61,3.75,0.41,5.59,8.9,36,108,9.55,Medium,Yes,Moderate,1
529,25,Female,10.54,4.49,1.11,4.42,7.12,89,179,13.4,Medium,No,Severe,1
530,34,Female,5.51,4.72,0.43,1.88,6.74,180,49,6.08,High,Yes,Moderate,1
531,18,Male,11.75,2.6,2.72,1.34,7.3,44,34,13.9,High,No,Severe,1
532,27,Female,8.96,3.2,1.05,2.39,8.37,159,19,11.84,Low,No,Moderate,1
533,32,Male,5.83,2.57,1.84,0.68,7.0,240,92,8.54,Low,No,Mild,0
534,27,Female,9.44,3.18,0.44,4.21,7.47,195,153,11.37,Medium,Yes,Moderate,1
535,26,Female,7.45,5.84,2.47,2.44,8.9,102,30,8.02,Low,Yes,Severe,1
536,18,Other,9.89,3.94,1.52,2.85,8.96,125,104,10.53,Low,Yes,Moderate,1
537,27,Female,8.33,5.51,0.26,2.18,6.02,25,152,9.65,Medium,No,Severe,1
538,18,Female,9.26,3.73,3.94,2.58,6.26,166,40,11.78,Low,Yes,Severe,1
539,34,Female,10.3,4.17,0.67,2.15,8.86,71,142,12.39,Low,Yes,Severe,1
540,19,Other,5.68,3.65,3.22,3.94,8.81,203,163,6.42,Medium,No,Not addicted,0
541,34,Female,7.28,1.65,3.18,4.08,5.86,225,91,8.86,High,No,Mild,0
542,30,Other,5.26,3.33,2.69,3.51,8.46,180,147,7.92,High,No,Not addicted,0
543,32,Male,5.41,4.01,3.24,5.19,8.58,164,175,6.06,Low,No,Severe,1
544,25,Other,4.35,4.27,1.2,2.89,5.93,232,31,6.43,Medium,No,Severe,1
545,23,Other,5.31,3.81,1.62,1.12,5.36,82,94,6.97,High,No,Mild,0
546,19,Male,4.82,2.0,0.12,4.84,5.75,160,60,6.93,Low,No,Not addicted,0
547,20,Male,5.83,2.14,0.25,5.75,8.54,191,38,7.32,High,Yes,Not addicted,0
548,34,Female,11.4,3.37,3.32,5.72,8.69,84,142,14.11,Low,Yes,Severe,1
549,30,Other,10.25,4.59,3.74,1.7,4.98,74,85,11.85,Medium,Yes,Severe,1
550,29,Male,9.3,1.12,2.18,3.11,5.61,91,52,10.71,High,No,Severe,1
551,19,Other,10.57,4.14,3.76,4.3,8.05,81,79,12.45,Medium,No,Moderate,1
552,25,Male,10.72,2.64,3.64,2.66,8.9,85,92,11.45,Low,No,Moderate,1
553,32,Female,8.68,5.34,3.07,2.73,4.65,241,35,11.24,Medium,No,Severe,1
554,31,Other,10.89,5.01,3.3,4.34,6.78,110,122,12.9,High,No,Severe,1
555,18,Male,9.86,4.03,0.73,2.94,7.38,20,117,10.86,Medium,No,Moderate,1
556,23,Other,5.25,4.42,3.07,4.07,5.09,172,120,7.73,Medium,No,Severe,1
557,22,Male,5.35,4.28,3.31,4.9,5.39,126,109,6.3,Medium,Yes,Moderate,1
558,35,Male,8.82,3.95,3.63,5.86,5.39,199,58,9.44,High,No,Severe,1
559,20,Other,11.62,1.44,2.27,0.58,6.87,217,131,14.19,Medium,Yes,Moderate,1
560,24,Other,4.71,5.24,3.13,2.08,6.72,53,125,7.35,High,Yes,Severe,1
561,24,Male,6.76,2.75,0.58,2.1,5.68,178,130,9.53,Medium,No,Mild,0
562,33,Other,4.2,2.28,2.77,4.28,7.71,201,123,6.54,Medium,Yes,Not addicted,0
563,19,Other,3.47,5.62,1.88,2.45,7.23,191,168,5.74,Low,Yes,Severe,1
564,30,Female,5.72,2.67,1.48,5.82,7.02,168,60,6.87,High,No,Mild,0
565,22,Female,3.81,4.41,1.73,1.93,5.91,52,142,6.49,Medium,No,Severe,1
566,26,Male,8.52,4.69,1.06,2.22,8.52,100,140,10.93,Low,No,Moderate,1
567,22,Female,3.49,1.51,1.88,1.4,6.6,49,141,4.09,Medium,No,Mild,0
568,21,Other,10.61,5.27,0.49,1.01,8.41,66,58,12.98,Medium,Yes,Moderate,1
569,23,Female,6.75,0.92,3.07,4.22,8.49,26,87,8.95,High,Yes,Moderate,1
570,21,Male,10.53,1.35,0.32,5.07,7.47,136,175,13.42,High,Yes,Severe,1
571,32,Other,5.92,4.52,2.94,5.77,7.06,74,27,8.42,Medium,No,Moderate,1
572,20,Female,7.92,3.81,0.37,1.9,5.58,217,117,8.64,Low,Yes,Moderate,1
573,27,Other,8.82,5.75,0.62,2.14,8.1,208,94,11.58,High,Yes,Severe,1
574,21,Female,10.49,3.32,1.96,5.37,6.64,164,168,12.05,Medium,No,Moderate,1
575,31,Female,3.84,3.32,3.89,4.22,7.41,202,54,6.67,High,Yes,Mild,0
576,31,Male,3.71,4.91,1.2,5.91,7.58,96,78,5.52,Medium,Yes,Moderate,1
577,34,Other,3.97,2.84,0.38,4.13,7.06,84,105,5.11,Low,Yes,Not addicted,0
578,32,Female,4.62,1.5,1.57,0.96,8.45,96,95,6.59,Medium,No,Mild,0
579,23,Male,4.9,0.93,3.93,1.93,7.53,131,151,5.44,Medium,Yes,Not addicted,0
580,33,Female,7.14,2.73,2.63,4.59,7.77,97,173,9.67,High,No,Moderate,1
